crash_id,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,vehicle_id
20231266,No,No,No,20231266_No_No_No
20233151,No,No,No,20233151_No_No_No
20233116,No,Yes,No,20233116_No_Yes_No
20231295,No,No,No,20231295_No_No_No
20233127,No,No,No,20233127_No_No_No
20231024,No,No,No,20231024_No_No_No
20231279,No,No,No,20231279_No_No_No
20233011,No,No,No,20233011_No_No_No
20234086,No,No,No,20234086_No_No_No
20234058,No,No,No,20234058_No_No_No
20231061,No,No,No,20231061_No_No_No
20231016,No,No,No,20231016_No_No_No
20236010,No,No,No,20236010_No_No_No
20233130,No,No,No,20233130_No_No_No
20236024,No,No,No,20236024_No_No_No
20234055,No,No,No,20234055_No_No_No
20233173,No,No,No,20233173_No_No_No
20233071,No,No,No,20233071_No_No_No
20231241,Yes,No,No,20231241_Yes_No_No
20233054,No,Yes,No,20233054_No_Yes_No
20231048,No,No,No,20231048_No_No_No
20232180,No,No,Yes,20232180_No_No_Yes
20231284,No,No,No,20231284_No_No_No
20231222,No,No,No,20231222_No_No_No
20233235,No,No,No,20233235_No_No_No
20233243,No,No,Yes,20233243_No_No_Yes
20232102,No,Yes,No,20232102_No_Yes_No
20233062,No,No,No,20233062_No_No_No
20233242,No,No,No,20233242_No_No_No
20234051,No,No,No,20234051_No_No_No
20233034,No,No,No,20233034_No_No_No
20231247,No,No,No,20231247_No_No_No
20231072,No,No,No,20231072_No_No_No
20231125,No,No,No,20231125_No_No_No
20231032,No,No,No,20231032_No_No_No
20236008,No,No,No,20236008_No_No_No
20231293,No,No,No,20231293_No_No_No
20231065,No,No,No,20231065_No_No_No
20234002,No,No,No,20234002_No_No_No
20231063,No,No,No,20231063_No_No_No
20233226,No,No,No,20233226_No_No_No
20234088,No,No,No,20234088_No_No_No
20233106,No,No,No,20233106_No_No_No
20231191,No,No,No,20231191_No_No_No
20233215,No,No,No,20233215_No_No_No
20231137,No,No,Yes,20231137_No_No_Yes
20232208,No,No,No,20232208_No_No_No
20231176,No,No,No,20231176_No_No_No
20231217,No,No,No,20231217_No_No_No
20232207,No,No,No,20232207_No_No_No
20231298,No,No,Yes,20231298_No_No_Yes
20232043,No,No,No,20232043_No_No_No
20232238,No,No,No,20232238_No_No_No
20233026,No,Yes,No,20233026_No_Yes_No
20237007,No,No,No,20237007_No_No_No
20231142,No,No,No,20231142_No_No_No
20231290,No,No,No,20231290_No_No_No
20231154,No,No,No,20231154_No_No_No
20231002,No,No,No,20231002_No_No_No
20231015,No,No,No,20231015_No_No_No
20233033,No,No,No,20233033_No_No_No
20234101,No,No,No,20234101_No_No_No
20233046,No,No,No,20233046_No_No_No
20236018,No,No,No,20236018_No_No_No
20231004,No,No,No,20231004_No_No_No
20231066,No,No,No,20231066_No_No_No
20232129,No,No,No,20232129_No_No_No
20232228,No,No,No,20232228_No_No_No
20233107,No,No,No,20233107_No_No_No
20233141,No,No,No,20233141_No_No_No
20234070,No,No,No,20234070_No_No_No
20231124,No,No,No,20231124_No_No_No
20233009,No,No,No,20233009_No_No_No
20233091,No,No,No,20233091_No_No_No
20231081,No,No,No,20231081_No_No_No
20231131,No,Yes,No,20231131_No_Yes_No
20233086,No,No,No,20233086_No_No_No
20232032,No,No,Yes,20232032_No_No_Yes
20231203,No,No,No,20231203_No_No_No
20231148,No,No,No,20231148_No_No_No
20233248,No,No,No,20233248_No_No_No
20231050,No,No,No,20231050_No_No_No
20232159,No,No,No,20232159_No_No_No
20232029,No,No,No,20232029_No_No_No
20233230,No,No,No,20233230_No_No_No
20234104,No,No,No,20234104_No_No_No
20231192,No,No,No,20231192_No_No_No
20234098,No,No,No,20234098_No_No_No
20231132,No,No,No,20231132_No_No_No
20233042,No,No,No,20233042_No_No_No
20231224,No,No,No,20231224_No_No_No
20231003,No,No,No,20231003_No_No_No
20233064,No,No,No,20233064_No_No_No
20231254,No,No,No,20231254_No_No_No
20233060,No,No,No,20233060_No_No_No
20233061,No,No,No,20233061_No_No_No
20233115,No,No,No,20233115_No_No_No
20233260,No,No,No,20233260_No_No_No
20233227,No,No,No,20233227_No_No_No
20231230,No,No,Yes,20231230_No_No_Yes
20236020,No,No,No,20236020_No_No_No
20234019,No,No,No,20234019_No_No_No
20234096,No,No,No,20234096_No_No_No
20231232,No,No,No,20231232_No_No_No
20234064,No,No,No,20234064_No_No_No
20232117,No,No,No,20232117_No_No_No
20231054,Yes,No,No,20231054_Yes_No_No
20233049,No,No,No,20233049_No_No_No
20234093,No,No,No,20234093_No_No_No
20231287,No,No,No,20231287_No_No_No
20231299,No,No,No,20231299_No_No_No
20233244,No,No,No,20233244_No_No_No
20231179,No,Yes,No,20231179_No_Yes_No
20231267,No,No,No,20231267_No_No_No
20231265,No,No,No,20231265_No_No_No
20233084,No,Yes,No,20233084_No_Yes_No
20231269,No,No,Yes,20231269_No_No_Yes
20233025,No,No,No,20233025_No_No_No
20234037,No,No,No,20234037_No_No_No
20234030,No,No,No,20234030_No_No_No
20231144,No,No,No,20231144_No_No_No
20233207,No,No,No,20233207_No_No_No
20234060,No,No,No,20234060_No_No_No
20233099,No,No,No,20233099_No_No_No
20232014,No,No,No,20232014_No_No_No
20231216,No,No,No,20231216_No_No_No
20234069,No,No,No,20234069_No_No_No
20231172,No,No,No,20231172_No_No_No
20233177,No,No,No,20233177_No_No_No
20232064,No,No,No,20232064_No_No_No
20231120,No,No,No,20231120_No_No_No
20231030,No,No,No,20231030_No_No_No
20233257,No,No,Yes,20233257_No_No_Yes
20233057,No,No,No,20233057_No_No_No
20233178,No,No,No,20233178_No_No_No
20231233,No,No,No,20231233_No_No_No
20234008,No,No,No,20234008_No_No_No
20232175,No,No,No,20232175_No_No_No
20232197,No,No,No,20232197_No_No_No
20231186,No,No,Yes,20231186_No_No_Yes
20232212,No,No,No,20232212_No_No_No
20231235,No,No,No,20231235_No_No_No
20233219,No,No,No,20233219_No_No_No
20232151,No,No,No,20232151_No_No_No
20233010,No,No,No,20233010_No_No_No
20231058,No,No,No,20231058_No_No_No
20236015,No,No,No,20236015_No_No_No
20232070,No,No,No,20232070_No_No_No
20234054,No,No,No,20234054_No_No_No
20237002,No,No,Yes,20237002_No_No_Yes
20232206,No,No,No,20232206_No_No_No
20234090,No,No,No,20234090_No_No_No
20231049,No,No,No,20231049_No_No_No
20232220,No,No,No,20232220_No_No_No
20231134,No,No,No,20231134_No_No_No
20234041,No,No,No,20234041_No_No_No
20233217,No,No,No,20233217_No_No_No
20231239,No,No,No,20231239_No_No_No
20231202,No,Yes,No,20231202_No_Yes_No
20234009,No,No,No,20234009_No_No_No
20233194,No,Yes,No,20233194_No_Yes_No
20233187,No,No,No,20233187_No_No_No
20231105,No,No,No,20231105_No_No_No
20232134,No,No,No,20232134_No_No_No
20231077,No,No,No,20231077_No_No_No
20231031,No,No,Yes,20231031_No_No_Yes
20234065,No,No,No,20234065_No_No_No
20232091,No,Yes,No,20232091_No_Yes_No
20236023,No,Yes,Yes,20236023_No_Yes_Yes
20234024,No,No,No,20234024_No_No_No
20232010,No,No,No,20232010_No_No_No
20233077,No,Yes,No,20233077_No_Yes_No
20231094,No,No,No,20231094_No_No_No
20231055,No,No,No,20231055_No_No_No
20231270,No,No,No,20231270_No_No_No
20231246,No,No,No,20231246_No_No_No
20231275,No,Yes,No,20231275_No_Yes_No
20237020,No,No,No,20237020_No_No_No
20234100,No,No,No,20234100_No_No_No
20234073,No,No,No,20234073_No_No_No
20233220,No,Yes,No,20233220_No_Yes_No
20236002,No,Yes,Yes,20236002_No_Yes_Yes
20231110,No,No,No,20231110_No_No_No
20233028,No,No,No,20233028_No_No_No
20234074,No,No,Yes,20234074_No_No_Yes
20233168,No,No,No,20233168_No_No_No
20234047,No,No,No,20234047_No_No_No
20233171,No,No,No,20233171_No_No_No
20233055,No,No,No,20233055_No_No_No
20232109,No,No,No,20232109_No_No_No
20234049,No,No,No,20234049_No_No_No
20231114,No,No,Yes,20231114_No_No_Yes
20231093,No,No,No,20231093_No_No_No
20234050,No,No,No,20234050_No_No_No
20231130,No,No,Yes,20231130_No_No_Yes
20233261,No,No,No,20233261_No_No_No
20233218,No,No,No,20233218_No_No_No
20231257,No,No,No,20231257_No_No_No
20233159,No,No,No,20233159_No_No_No
20231112,No,No,No,20231112_No_No_No
20233096,No,No,No,20233096_No_No_No
20231121,No,No,Yes,20231121_No_No_Yes
20232011,No,No,No,20232011_No_No_No
20231237,No,No,No,20231237_No_No_No
20231096,No,No,No,20231096_No_No_No
20233202,No,No,No,20233202_No_No_No
20231017,No,No,No,20231017_No_No_No
20232229,No,No,No,20232229_No_No_No
20233216,No,No,No,20233216_No_No_No
20231169,No,No,No,20231169_No_No_No
20231181,No,No,No,20231181_No_No_No
20231215,No,No,No,20231215_No_No_No
20231199,No,No,No,20231199_No_No_No
20236030,No,No,No,20236030_No_No_No
20234092,No,No,No,20234092_No_No_No
20231212,No,No,No,20231212_No_No_No
20234040,No,No,No,20234040_No_No_No
20231208,No,No,No,20231208_No_No_No
20231069,No,No,Yes,20231069_No_No_Yes
20232149,No,No,Yes,20232149_No_No_Yes
20233082,No,No,No,20233082_No_No_No
20232140,No,No,No,20232140_No_No_No
20232167,No,Yes,No,20232167_No_Yes_No
20232075,No,No,Yes,20232075_No_No_Yes
20234028,No,No,No,20234028_No_No_No
20231276,No,No,No,20231276_No_No_No
20234072,No,No,No,20234072_No_No_No
20234075,No,No,No,20234075_No_No_No
20232053,No,No,No,20232053_No_No_No
20233037,No,No,Yes,20233037_No_No_Yes
20233048,No,No,No,20233048_No_No_No
20234014,No,No,No,20234014_No_No_No
20232055,No,Yes,No,20232055_No_Yes_No
20232148,No,Yes,No,20232148_No_Yes_No
20232060,No,Yes,No,20232060_No_Yes_No
20232162,No,No,No,20232162_No_No_No
20232100,No,No,Yes,20232100_No_No_Yes
20232233,No,No,Yes,20232233_No_No_Yes
20236033,No,No,No,20236033_No_No_No
20232105,No,No,No,20232105_No_No_No
20232013,No,No,No,20232013_No_No_No
20233225,No,No,No,20233225_No_No_No
20232221,No,No,No,20232221_No_No_No
20233147,No,No,Yes,20233147_No_No_Yes
20234076,No,No,No,20234076_No_No_No
20232176,No,No,No,20232176_No_No_No
20231006,No,No,No,20231006_No_No_No
20233023,No,No,No,20233023_No_No_No
20233182,No,No,No,20233182_No_No_No
20232132,No,No,No,20232132_No_No_No
20232160,No,No,No,20232160_No_No_No
20232036,No,No,No,20232036_No_No_No
20233041,No,No,No,20233041_No_No_No
20232179,No,No,No,20232179_No_No_No
20232041,No,No,No,20232041_No_No_No
20232253,No,No,No,20232253_No_No_No
20233080,No,No,No,20233080_No_No_No
20231197,No,No,No,20231197_No_No_No
20233124,No,No,Yes,20233124_No_No_Yes
20233236,No,No,No,20233236_No_No_No
20231213,No,No,No,20231213_No_No_No
20234081,No,No,No,20234081_No_No_No
20231041,No,No,No,20231041_No_No_No
20233101,No,No,Yes,20233101_No_No_Yes
20232155,No,No,No,20232155_No_No_No
20231282,No,No,No,20231282_No_No_No
20234103,No,No,No,20234103_No_No_No
20234097,No,No,No,20234097_No_No_No
20232003,No,No,No,20232003_No_No_No
20231196,No,Yes,No,20231196_No_Yes_No
20232078,No,No,No,20232078_No_No_No
20233149,No,Yes,No,20233149_No_Yes_No
20232164,No,No,Yes,20232164_No_No_Yes
20231001,No,No,No,20231001_No_No_No
20231060,No,No,No,20231060_No_No_No
20233188,No,No,No,20233188_No_No_No
20233129,No,No,No,20233129_No_No_No
20232161,No,No,No,20232161_No_No_No
20233003,No,No,No,20233003_No_No_No
20231166,No,No,No,20231166_No_No_No
20232234,No,No,No,20232234_No_No_No
20236001,No,No,No,20236001_No_No_No
20231277,No,No,No,20231277_No_No_No
20234039,No,No,No,20234039_No_No_No
20233047,No,No,No,20233047_No_No_No
20234043,No,No,No,20234043_No_No_No
20231014,No,No,No,20231014_No_No_No
20233031,No,No,No,20233031_No_No_No
20233164,No,Yes,No,20233164_No_Yes_No
20234003,No,No,No,20234003_No_No_No
20237004,No,No,No,20237004_No_No_No
20234023,No,No,No,20234023_No_No_No
20232039,No,No,No,20232039_No_No_No
20232092,No,No,No,20232092_No_No_No
20233239,No,No,No,20233239_No_No_No
20233158,No,No,No,20233158_No_No_No
20232008,No,No,No,20232008_No_No_No
20232139,No,No,No,20232139_No_No_No
20231013,No,No,No,20231013_No_No_No
20231123,No,No,No,20231123_No_No_No
20232019,No,No,No,20232019_No_No_No
20236021,No,No,No,20236021_No_No_No
20238002,No,No,No,20238002_No_No_No
20232122,No,No,No,20232122_No_No_No
20232111,No,No,No,20232111_No_No_No
20234007,No,No,No,20234007_No_No_No
20231240,No,No,No,20231240_No_No_No
20231099,No,No,No,20231099_No_No_No
20231161,No,No,No,20231161_No_No_No
20232259,No,No,No,20232259_No_No_No
20233174,No,Yes,Yes,20233174_No_Yes_Yes
20232101,No,No,No,20232101_No_No_No
20232120,No,No,No,20232120_No_No_No
20236013,No,No,No,20236013_No_No_No
20233253,No,No,No,20233253_No_No_No
20231209,No,No,No,20231209_No_No_No
20231107,No,No,No,20231107_No_No_No
20234083,No,No,No,20234083_No_No_No
20234046,No,No,No,20234046_No_No_No
20233092,No,No,No,20233092_No_No_No
20232082,No,No,No,20232082_No_No_No
20232177,No,No,No,20232177_No_No_No
20233255,No,No,No,20233255_No_No_No
20232142,No,No,No,20232142_No_No_No
20221099,No,No,No,20221099_No_No_No
20221136,No,No,No,20221136_No_No_No
20221056,No,No,No,20221056_No_No_No
20221035,No,No,No,20221035_No_No_No
20221187,No,No,No,20221187_No_No_No
20221203,Yes,Yes,No,20221203_Yes_Yes_No
20223053,No,No,No,20223053_No_No_No
20221170,No,No,No,20221170_No_No_No
20221220,No,No,No,20221220_No_No_No
20221184,No,No,No,20221184_No_No_No
20224015,No,No,No,20224015_No_No_No
20221079,No,No,No,20221079_No_No_No
20221252,No,No,No,20221252_No_No_No
20224050,No,No,No,20224050_No_No_No
20223141,No,No,No,20223141_No_No_No
20223045,No,No,No,20223045_No_No_No
20221135,No,No,No,20221135_No_No_No
20223271,No,No,No,20223271_No_No_No
20223108,No,No,No,20223108_No_No_No
20221109,No,No,No,20221109_No_No_No
20223173,No,No,Yes,20223173_No_No_Yes
20223123,No,No,No,20223123_No_No_No
20226027,No,No,No,20226027_No_No_No
20223253,No,No,No,20223253_No_No_No
20223174,No,No,No,20223174_No_No_No
20224019,No,No,No,20224019_No_No_No
20223023,No,No,No,20223023_No_No_No
20227028,No,No,No,20227028_No_No_No
20221166,No,No,No,20221166_No_No_No
20223107,No,No,No,20223107_No_No_No
20223239,No,No,No,20223239_No_No_No
20223148,No,Yes,No,20223148_No_Yes_No
20221143,No,No,No,20221143_No_No_No
20221248,No,No,Yes,20221248_No_No_Yes
20221194,No,No,No,20221194_No_No_No
20223046,No,No,No,20223046_No_No_No
20223093,No,No,No,20223093_No_No_No
20221112,No,No,No,20221112_No_No_No
20223058,No,No,No,20223058_No_No_No
20221012,No,No,Yes,20221012_No_No_Yes
20221015,No,No,No,20221015_No_No_No
20223201,No,No,No,20223201_No_No_No
20221202,No,No,No,20221202_No_No_No
20221061,No,No,No,20221061_No_No_No
20224062,No,No,No,20224062_No_No_No
20221047,No,No,No,20221047_No_No_No
20221009,No,No,No,20221009_No_No_No
20223090,No,No,No,20223090_No_No_No
20221150,No,No,No,20221150_No_No_No
20223163,No,Yes,Yes,20223163_No_Yes_Yes
20223199,No,No,No,20223199_No_No_No
20221082,Yes,No,No,20221082_Yes_No_No
20223181,No,No,No,20223181_No_No_No
20224055,No,No,No,20224055_No_No_No
20223206,No,No,No,20223206_No_No_No
20224032,No,No,No,20224032_No_No_No
20222052,No,No,No,20222052_No_No_No
20221262,No,No,No,20221262_No_No_No
20222106,No,No,No,20222106_No_No_No
20226038,No,No,No,20226038_No_No_No
20223272,No,Yes,No,20223272_No_Yes_No
20222098,No,No,No,20222098_No_No_No
20224002,No,No,No,20224002_No_No_No
20221087,No,No,No,20221087_No_No_No
20222108,No,No,No,20222108_No_No_No
20223062,No,No,No,20223062_No_No_No
20224013,No,No,No,20224013_No_No_No
20222182,No,No,No,20222182_No_No_No
20223051,No,No,No,20223051_No_No_No
20221233,No,No,Yes,20221233_No_No_Yes
20221105,No,No,No,20221105_No_No_No
20226040,No,No,No,20226040_No_No_No
20221078,No,No,No,20221078_No_No_No
20223219,No,No,No,20223219_No_No_No
20222012,No,No,No,20222012_No_No_No
20223091,No,No,No,20223091_No_No_No
20222013,No,No,No,20222013_No_No_No
20222016,No,No,No,20222016_No_No_No
20223074,No,No,No,20223074_No_No_No
20223071,No,No,No,20223071_No_No_No
20221013,No,No,No,20221013_No_No_No
20221086,No,No,No,20221086_No_No_No
20223099,No,No,No,20223099_No_No_No
20223158,No,No,No,20223158_No_No_No
20221189,No,No,No,20221189_No_No_No
20223078,No,No,No,20223078_No_No_No
20226034,No,No,No,20226034_No_No_No
20221103,No,No,No,20221103_No_No_No
20222004,No,No,No,20222004_No_No_No
20224054,No,No,No,20224054_No_No_No
20223150,No,No,No,20223150_No_No_No
20221181,No,No,No,20221181_No_No_No
20221215,No,No,No,20221215_No_No_No
20223113,No,No,No,20223113_No_No_No
20223018,No,No,No,20223018_No_No_No
20223223,No,No,No,20223223_No_No_No
20221040,No,No,No,20221040_No_No_No
20222023,No,No,No,20222023_No_No_No
20221042,No,No,No,20221042_No_No_No
20223010,No,No,No,20223010_No_No_No
20223012,No,No,No,20223012_No_No_No
20222220,No,No,No,20222220_No_No_No
20221031,No,No,No,20221031_No_No_No
20222015,No,No,No,20222015_No_No_No
20223028,No,No,No,20223028_No_No_No
20222196,No,No,No,20222196_No_No_No
20221081,No,Yes,No,20221081_No_Yes_No
20221188,No,Yes,No,20221188_No_Yes_No
20221173,No,No,No,20221173_No_No_No
20221131,No,No,No,20221131_No_No_No
20222159,No,No,No,20222159_No_No_No
20223052,No,No,No,20223052_No_No_No
20223138,No,No,No,20223138_No_No_No
20222031,No,No,No,20222031_No_No_No
20223064,No,No,No,20223064_No_No_No
20222121,No,No,No,20222121_No_No_No
20227002,No,No,No,20227002_No_No_No
20223198,No,No,No,20223198_No_No_No
20223101,No,No,Yes,20223101_No_No_Yes
20221110,No,No,No,20221110_No_No_No
20222177,No,No,No,20222177_No_No_No
20221116,No,No,Yes,20221116_No_No_Yes
20226041,No,Yes,No,20226041_No_Yes_No
20221161,No,No,No,20221161_No_No_No
20224037,No,No,No,20224037_No_No_No
20222036,No,No,No,20222036_No_No_No
20221011,No,No,Yes,20221011_No_No_Yes
20223065,No,No,No,20223065_No_No_No
20221205,No,No,No,20221205_No_No_No
20224025,No,No,No,20224025_No_No_No
20223029,No,Yes,No,20223029_No_Yes_No
20223220,No,No,No,20223220_No_No_No
20222051,No,No,No,20222051_No_No_No
20221074,No,No,No,20221074_No_No_No
20223131,No,No,No,20223131_No_No_No
20222157,No,No,No,20222157_No_No_No
20226044,No,Yes,No,20226044_No_Yes_No
20227017,No,No,No,20227017_No_No_No
20223248,No,No,No,20223248_No_No_No
20223044,No,No,No,20223044_No_No_No
20227040,Yes,No,No,20227040_Yes_No_No
20222163,No,No,No,20222163_No_No_No
20222217,No,No,No,20222217_No_No_No
20223024,No,No,No,20223024_No_No_No
20221175,No,No,No,20221175_No_No_No
20222207,No,No,No,20222207_No_No_No
20224012,No,No,No,20224012_No_No_No
20221052,No,No,No,20221052_No_No_No
20222178,No,No,No,20222178_No_No_No
20221191,No,No,No,20221191_No_No_No
20221051,No,No,No,20221051_No_No_No
20223050,No,No,No,20223050_No_No_No
20221234,No,No,No,20221234_No_No_No
20222068,No,No,No,20222068_No_No_No
20226023,No,No,No,20226023_No_No_No
20221002,No,No,No,20221002_No_No_No
20222126,No,No,No,20222126_No_No_No
20222102,No,No,No,20222102_No_No_No
20221176,No,No,No,20221176_No_No_No
20226011,No,No,No,20226011_No_No_No
20221037,No,No,No,20221037_No_No_No
20222139,No,No,No,20222139_No_No_No
20228002,No,No,No,20228002_No_No_No
20222211,No,No,Yes,20222211_No_No_Yes
20221077,No,No,No,20221077_No_No_No
20223059,No,No,No,20223059_No_No_No
20223129,No,No,No,20223129_No_No_No
20228009,No,No,No,20228009_No_No_No
20223252,No,No,No,20223252_No_No_No
20224044,No,No,No,20224044_No_No_No
20222032,No,No,No,20222032_No_No_No
20223146,No,No,No,20223146_No_No_No
20221102,No,No,No,20221102_No_No_No
20228007,No,No,No,20228007_No_No_No
20221245,No,No,No,20221245_No_No_No
20221240,No,No,No,20221240_No_No_No
20223055,No,No,No,20223055_No_No_No
20223258,No,No,No,20223258_No_No_No
20223164,No,No,No,20223164_No_No_No
20221199,No,No,No,20221199_No_No_No
20221016,No,No,No,20221016_No_No_No
20222205,No,No,Yes,20222205_No_No_Yes
20222103,No,No,No,20222103_No_No_No
20223152,No,No,No,20223152_No_No_No
20224065,No,No,No,20224065_No_No_No
20221080,No,No,No,20221080_No_No_No
20221008,No,No,No,20221008_No_No_No
20222142,No,No,No,20222142_No_No_No
20222019,No,No,No,20222019_No_No_No
20223246,No,No,No,20223246_No_No_No
20223135,No,No,No,20223135_No_No_No
20222180,No,No,Yes,20222180_No_No_Yes
20221017,No,No,No,20221017_No_No_No
20223166,No,No,No,20223166_No_No_No
20222111,No,Yes,No,20222111_No_Yes_No
20222135,No,No,No,20222135_No_No_No
20221152,No,No,No,20221152_No_No_No
20223162,No,No,No,20223162_No_No_No
20221225,No,No,No,20221225_No_No_No
20226005,No,No,No,20226005_No_No_No
20223208,No,No,No,20223208_No_No_No
20221230,No,No,No,20221230_No_No_No
20226007,No,No,No,20226007_No_No_No
20223005,No,No,Yes,20223005_No_No_Yes
20223003,No,Yes,No,20223003_No_Yes_No
20221132,No,No,No,20221132_No_No_No
20221094,No,No,No,20221094_No_No_No
20222021,No,No,No,20222021_No_No_No
20223209,Yes,No,No,20223209_Yes_No_No
20221195,No,No,No,20221195_No_No_No
20221026,No,No,No,20221026_No_No_No
20221192,No,No,No,20221192_No_No_No
20222073,No,No,No,20222073_No_No_No
20221163,No,No,No,20221163_No_No_No
20223016,No,No,No,20223016_No_No_No
20222204,No,No,No,20222204_No_No_No
20224007,No,No,No,20224007_No_No_No
20223249,No,No,No,20223249_No_No_No
20226006,No,No,No,20226006_No_No_No
20221126,No,No,No,20221126_No_No_No
20221107,No,No,No,20221107_No_No_No
20223226,No,No,No,20223226_No_No_No
20223002,No,No,No,20223002_No_No_No
20222191,No,Yes,Yes,20222191_No_Yes_Yes
20221097,No,No,No,20221097_No_No_No
20223214,No,No,No,20223214_No_No_No
20222040,No,No,No,20222040_No_No_No
20223075,No,No,No,20223075_No_No_No
20223073,No,Yes,No,20223073_No_Yes_No
20221210,No,No,No,20221210_No_No_No
20222037,No,No,No,20222037_No_No_No
20224061,No,No,No,20224061_No_No_No
20222184,No,No,No,20222184_No_No_No
20223139,No,No,No,20223139_No_No_No
20221180,No,No,No,20221180_No_No_No
20224041,No,No,No,20224041_No_No_No
20222190,No,No,No,20222190_No_No_No
20222101,No,No,No,20222101_No_No_No
20227025,No,No,No,20227025_No_No_No
20221067,No,No,No,20221067_No_No_No
20223034,No,No,Yes,20223034_No_No_Yes
20222006,No,No,No,20222006_No_No_No
20221190,No,No,No,20221190_No_No_No
20222104,No,No,No,20222104_No_No_No
20221106,No,No,No,20221106_No_No_No
20223068,No,No,No,20223068_No_No_No
20221250,No,No,No,20221250_No_No_No
20221141,No,No,No,20221141_No_No_No
20226026,No,No,No,20226026_No_No_No
20221162,No,No,No,20221162_No_No_No
20222120,No,No,No,20222120_No_No_No
20223217,No,No,No,20223217_No_No_No
20222014,No,No,Yes,20222014_No_No_Yes
20222109,No,No,No,20222109_No_No_No
20222166,No,No,No,20222166_No_No_No
20222131,No,No,No,20222131_No_No_No
20223154,No,No,No,20223154_No_No_No
20222225,No,No,Yes,20222225_No_No_Yes
20221174,No,Yes,No,20221174_No_Yes_No
20224036,No,No,No,20224036_No_No_No
20223031,No,No,No,20223031_No_No_No
20223221,No,No,No,20223221_No_No_No
20221140,No,No,No,20221140_No_No_No
20222169,No,No,No,20222169_No_No_No
20221237,No,No,No,20221237_No_No_No
20221060,No,No,No,20221060_No_No_No
20222090,No,No,No,20222090_No_No_No
20222176,No,No,No,20222176_No_No_No
20222214,No,Yes,No,20222214_No_Yes_No
20221243,No,No,No,20221243_No_No_No
20222208,No,No,No,20222208_No_No_No
20223118,No,No,No,20223118_No_No_No
20222172,No,No,No,20222172_No_No_No
20221127,No,No,No,20221127_No_No_No
20222183,No,No,No,20222183_No_No_No
20223153,No,No,No,20223153_No_No_No
20221244,No,No,No,20221244_No_No_No
20221133,No,No,No,20221133_No_No_No
20224026,No,No,No,20224026_No_No_No
20222199,No,No,No,20222199_No_No_No
20224038,No,No,No,20224038_No_No_No
20224051,No,No,No,20224051_No_No_No
20223228,No,No,No,20223228_No_No_No
20221025,Yes,No,No,20221025_Yes_No_No
20223025,No,No,No,20223025_No_No_No
20223147,No,No,Yes,20223147_No_No_Yes
20223039,No,No,No,20223039_No_No_No
20222192,No,No,No,20222192_No_No_No
20222215,No,No,Yes,20222215_No_No_Yes
20223061,No,No,No,20223061_No_No_No
20223170,No,No,Yes,20223170_No_No_Yes
20221054,No,No,No,20221054_No_No_No
20221096,No,No,Yes,20221096_No_No_Yes
20221235,No,No,No,20221235_No_No_No
20222047,No,No,No,20222047_No_No_No
20221010,No,No,No,20221010_No_No_No
20222195,No,No,No,20222195_No_No_No
20223117,No,No,No,20223117_No_No_No
20222233,No,No,No,20222233_No_No_No
20223121,No,No,No,20223121_No_No_No
20222119,No,No,No,20222119_No_No_No
20228003,No,No,No,20228003_No_No_No
20227018,No,No,No,20227018_No_No_No
20221217,No,No,No,20221217_No_No_No
20221089,No,No,No,20221089_No_No_No
20226042,No,No,No,20226042_No_No_No
20223042,No,No,No,20223042_No_No_No
20227038,No,No,No,20227038_No_No_No
20223114,No,No,No,20223114_No_No_No
20224053,No,No,No,20224053_No_No_No
20222231,No,No,No,20222231_No_No_No
20223264,No,No,No,20223264_No_No_No
20226016,No,No,No,20226016_No_No_No
20222164,No,No,No,20222164_No_No_No
20221118,No,No,No,20221118_No_No_No
20223086,No,No,No,20223086_No_No_No
20224043,No,No,No,20224043_No_No_No
20223265,No,No,No,20223265_No_No_No
20223180,No,No,No,20223180_No_No_No
20221168,No,No,No,20221168_No_No_No
20223100,No,No,No,20223100_No_No_No
20221239,No,Yes,No,20221239_No_Yes_No
20221092,No,No,No,20221092_No_No_No
20223202,No,No,No,20223202_No_No_No
20222005,No,No,No,20222005_No_No_No
20224008,No,No,No,20224008_No_No_No
20223241,No,No,No,20223241_No_No_No
20227009,No,No,No,20227009_No_No_No
20222071,No,No,No,20222071_No_No_No
20227031,No,Yes,No,20227031_No_Yes_No
20223097,No,No,No,20223097_No_No_No
20224056,No,No,No,20224056_No_No_No
20221232,No,No,Yes,20221232_No_No_Yes
20222224,No,No,No,20222224_No_No_No
20224057,No,No,No,20224057_No_No_No
20221256,Yes,No,Yes,20221256_Yes_No_Yes
20223238,No,No,No,20223238_No_No_No
20222003,No,No,No,20222003_No_No_No
20227037,No,No,No,20227037_No_No_No
20227012,No,No,No,20227012_No_No_No
20223256,No,No,No,20223256_No_No_No
20222140,No,No,No,20222140_No_No_No
20221055,No,No,No,20221055_No_No_No
20222152,No,No,No,20222152_No_No_No
20221098,No,No,No,20221098_No_No_No
20223076,No,No,No,20223076_No_No_No
20222044,No,No,Yes,20222044_No_No_Yes
20222216,No,No,No,20222216_No_No_No
20223171,No,No,No,20223171_No_No_No
20223015,No,No,No,20223015_No_No_No
20223191,No,No,No,20223191_No_No_No
20223115,No,No,No,20223115_No_No_No
20223004,No,No,No,20223004_No_No_No
