crash_id,remoteness
20223008,Inner Regional Australia
20222181,Inner Regional Australia
20227001,Very Remote Australia
20224058,Inner Regional Australia
20222028,Major Cities of Australia
20222010,Major Cities of Australia
20227023,Outer Regional Australia
20222151,Major Cities of Australia
20221249,Major Cities of Australia
20224033,Inner Regional Australia
20223098,Inner Regional Australia
20223188,Major Cities of Australia
20222105,Inner Regional Australia
20221149,Major Cities of Australia
20222024,Inner Regional Australia
20221197,Major Cities of Australia
20224060,Outer Regional Australia
20223186,Outer Regional Australia
20222154,Major Cities of Australia
20221073,Inner Regional Australia
20226019,Inner Regional Australia
20222236,Inner Regional Australia
20221153,Inner Regional Australia
20222089,Major Cities of Australia
20222067,Inner Regional Australia
20223102,Major Cities of Australia
20223032,Inner Regional Australia
20223037,Major Cities of Australia
20223177,Inner Regional Australia
20221071,Inner Regional Australia
20223143,Outer Regional Australia
20227016,Remote Australia
20221151,Inner Regional Australia
20223234,Outer Regional Australia
20222221,Major Cities of Australia
20222133,Major Cities of Australia
20221006,Major Cities of Australia
20223038,Major Cities of Australia
20223095,Inner Regional Australia
20223254,Outer Regional Australia
20226004,Inner Regional Australia
20223085,Very Remote Australia
20222008,Major Cities of Australia
20224040,Outer Regional Australia
20222143,Major Cities of Australia
20222123,Major Cities of Australia
20222132,Inner Regional Australia
20223120,Major Cities of Australia
20223103,Inner Regional Australia
20221129,Inner Regional Australia
20222064,Major Cities of Australia
20222054,Outer Regional Australia
20221120,Remote Australia
20222011,Major Cities of Australia
20221213,Inner Regional Australia
20226003,Inner Regional Australia
20223157,Outer Regional Australia
20222033,Inner Regional Australia
20221070,Major Cities of Australia
20223082,Major Cities of Australia
20223105,Major Cities of Australia
20222091,Major Cities of Australia
20221122,Inner Regional Australia
20221219,Outer Regional Australia
20227022,Outer Regional Australia
20222141,Major Cities of Australia
20222187,Major Cities of Australia
20226030,Outer Regional Australia
20223247,Inner Regional Australia
20223259,Major Cities of Australia
20223204,Inner Regional Australia
20221053,Major Cities of Australia
20222124,Major Cities of Australia
20227021,Very Remote Australia
20223178,Remote Australia
20223026,Outer Regional Australia
20222112,Inner Regional Australia
20224067,Major Cities of Australia
20223080,Very Remote Australia
20227013,Outer Regional Australia
20221209,Outer Regional Australia
20221123,Outer Regional Australia
20221043,Inner Regional Australia
20222156,Major Cities of Australia
20221258,Major Cities of Australia
20223013,Remote Australia
20228008,Major Cities of Australia
20222209,Major Cities of Australia
20222059,Inner Regional Australia
20224068,Outer Regional Australia
20224024,Major Cities of Australia
20221257,Inner Regional Australia
20221058,Inner Regional Australia
20223049,Major Cities of Australia
20227029,Very Remote Australia
20222149,Inner Regional Australia
20222094,Inner Regional Australia
20222035,Major Cities of Australia
20222226,Major Cities of Australia
20223172,Inner Regional Australia
20222128,Major Cities of Australia
20222218,Inner Regional Australia
20222060,Major Cities of Australia
20223011,Outer Regional Australia
20223014,Major Cities of Australia
20221177,Major Cities of Australia
20221004,Inner Regional Australia
20223033,Inner Regional Australia
20221059,Inner Regional Australia
20223216,Major Cities of Australia
20224020,Outer Regional Australia
20222001,Major Cities of Australia
20222018,Major Cities of Australia
20223193,Major Cities of Australia
20222077,Inner Regional Australia
20223156,Remote Australia
20221039,Major Cities of Australia
20221003,Major Cities of Australia
20223262,Outer Regional Australia
20226037,Outer Regional Australia
20227014,Outer Regional Australia
20224035,Very Remote Australia
20222229,Major Cities of Australia
20223063,Major Cities of Australia
20221030,Outer Regional Australia
20222092,Inner Regional Australia
20223212,Major Cities of Australia
20221085,Outer Regional Australia
20223179,Inner Regional Australia
20223242,Outer Regional Australia
20223136,Major Cities of Australia
20227039,Very Remote Australia
20222115,Inner Regional Australia
20221091,Major Cities of Australia
20226043,Outer Regional Australia
20223087,Remote Australia
20223048,Inner Regional Australia
20223155,Outer Regional Australia
20228013,Major Cities of Australia
20223057,Inner Regional Australia
20226002,Inner Regional Australia
20223119,Major Cities of Australia
20222158,Outer Regional Australia
20222043,Inner Regional Australia
20221171,Inner Regional Australia
20226021,Outer Regional Australia
20221155,Major Cities of Australia
20222055,Inner Regional Australia
20223096,Major Cities of Australia
20223270,Major Cities of Australia
20221028,Very Remote Australia
20227011,Outer Regional Australia
20223261,Major Cities of Australia
20228014,Major Cities of Australia
20223183,Major Cities of Australia
20224009,Major Cities of Australia
20222075,Major Cities of Australia
20223185,Very Remote Australia
20223054,Outer Regional Australia
20223269,Inner Regional Australia
20221178,Inner Regional Australia
20222202,Inner Regional Australia
20228015,Major Cities of Australia
20223168,Outer Regional Australia
20221065,Major Cities of Australia
20223110,Major Cities of Australia
20223088,Outer Regional Australia
20223043,Inner Regional Australia
20223197,Major Cities of Australia
20223236,Major Cities of Australia
20221227,Inner Regional Australia
20221100,Inner Regional Australia
20223134,Inner Regional Australia
20224028,Major Cities of Australia
20221221,Inner Regional Australia
20221090,Major Cities of Australia
20222009,Outer Regional Australia
20223006,Inner Regional Australia
20223235,Outer Regional Australia
20221050,Outer Regional Australia
20223273,Inner Regional Australia
20223190,Major Cities of Australia
20223243,Major Cities of Australia
20222078,Inner Regional Australia
20221263,Major Cities of Australia
20223237,Outer Regional Australia
20226020,Inner Regional Australia
20221211,Inner Regional Australia
20222074,Major Cities of Australia
20226012,Inner Regional Australia
20221222,Outer Regional Australia
20228005,Major Cities of Australia
20222096,Inner Regional Australia
20223224,Inner Regional Australia
20221144,Major Cities of Australia
20221146,Major Cities of Australia
20223083,Outer Regional Australia
20226010,Inner Regional Australia
20223104,Outer Regional Australia
20222025,Major Cities of Australia
20224047,Major Cities of Australia
20227032,Remote Australia
20223149,Major Cities of Australia
20223192,Outer Regional Australia
20223106,Major Cities of Australia
20224011,Major Cities of Australia
20221114,Inner Regional Australia
20221236,Outer Regional Australia
20221029,Major Cities of Australia
20224023,Major Cities of Australia
20224046,Very Remote Australia
20222189,Inner Regional Australia
20221125,Inner Regional Australia
20222099,Inner Regional Australia
20221095,Major Cities of Australia
20227015,Outer Regional Australia
20223040,Major Cities of Australia
20221147,Major Cities of Australia
20227008,Very Remote Australia
20228012,Major Cities of Australia
20221201,Inner Regional Australia
20221062,Outer Regional Australia
20223020,Major Cities of Australia
20222076,Inner Regional Australia
20224064,Remote Australia
20222238,Major Cities of Australia
20224059,Inner Regional Australia
20221164,Remote Australia
20222170,Outer Regional Australia
20221108,Major Cities of Australia
20222144,Outer Regional Australia
20222038,Inner Regional Australia
20226029,Outer Regional Australia
20221046,Inner Regional Australia
20223266,Outer Regional Australia
20221196,Outer Regional Australia
20226031,Outer Regional Australia
20222072,Major Cities of Australia
20221226,Inner Regional Australia
20223035,Major Cities of Australia
20221124,Inner Regional Australia
20221027,Major Cities of Australia
20221261,Major Cities of Australia
20221113,Major Cities of Australia
20223196,Major Cities of Australia
20221185,Inner Regional Australia
20221044,Inner Regional Australia
20226001,Inner Regional Australia
20224001,Inner Regional Australia
20221231,Major Cities of Australia
20222084,Major Cities of Australia
20221128,Outer Regional Australia
20227024,Remote Australia
20222066,Inner Regional Australia
20221018,Inner Regional Australia
20227026,Remote Australia
20228010,Major Cities of Australia
20223167,Inner Regional Australia
20222042,Major Cities of Australia
20222034,Major Cities of Australia
20226036,Outer Regional Australia
20223145,Major Cities of Australia
20223036,Inner Regional Australia
20224049,Outer Regional Australia
20222147,Inner Regional Australia
20223151,Outer Regional Australia
20223109,Remote Australia
20221001,Outer Regional Australia
20224016,Outer Regional Australia
20221200,Inner Regional Australia
20222227,Major Cities of Australia
20221208,Major Cities of Australia
20223056,Major Cities of Australia
20226039,Very Remote Australia
20226008,Inner Regional Australia
20226017,Inner Regional Australia
20221111,Inner Regional Australia
20224018,Very Remote Australia
20227036,Outer Regional Australia
20222200,Major Cities of Australia
20224045,Remote Australia
20222230,Major Cities of Australia
20222173,Major Cities of Australia
20224004,Major Cities of Australia
20221253,Outer Regional Australia
20222093,Major Cities of Australia
20221238,Major Cities of Australia
20221093,Major Cities of Australia
20222058,Major Cities of Australia
20221157,Major Cities of Australia
20223260,Outer Regional Australia
20224006,Remote Australia
20222175,Inner Regional Australia
20226018,Inner Regional Australia
20221072,Inner Regional Australia
20221076,Inner Regional Australia
20221251,Inner Regional Australia
20224021,Outer Regional Australia
20221148,Outer Regional Australia
20222080,Major Cities of Australia
20222114,Inner Regional Australia
20223127,Major Cities of Australia
20226009,Outer Regional Australia
20222145,Major Cities of Australia
20222049,Inner Regional Australia
20221193,Inner Regional Australia
20223072,Inner Regional Australia
20223169,Outer Regional Australia
20221049,Inner Regional Australia
20223225,Outer Regional Australia
20224003,Major Cities of Australia
20221064,Inner Regional Australia
20223159,Inner Regional Australia
20222185,Inner Regional Australia
20223060,Remote Australia
20227007,Remote Australia
20222081,Inner Regional Australia
20222138,Outer Regional Australia
20223240,Major Cities of Australia
20221084,Major Cities of Australia
20221121,Inner Regional Australia
20227033,Remote Australia
20224042,Inner Regional Australia
20227020,Outer Regional Australia
20221145,Inner Regional Australia
20221066,Outer Regional Australia
20221139,Inner Regional Australia
20223094,Outer Regional Australia
20221242,Major Cities of Australia
20222027,Inner Regional Australia
20221223,Major Cities of Australia
20223160,Outer Regional Australia
20224014,Outer Regional Australia
20223017,Inner Regional Australia
20223132,Outer Regional Australia
20221101,Major Cities of Australia
20222026,Major Cities of Australia
20223245,Major Cities of Australia
20223200,Major Cities of Australia
20221019,Inner Regional Australia
20224034,Major Cities of Australia
20222122,Inner Regional Australia
20223215,Outer Regional Australia
20223122,Outer Regional Australia
20221182,Major Cities of Australia
20222061,Major Cities of Australia
20221247,Remote Australia
20221033,Inner Regional Australia
20223189,Outer Regional Australia
20226035,Outer Regional Australia
20221169,Inner Regional Australia
20221207,Major Cities of Australia
20223250,Inner Regional Australia
20226014,Outer Regional Australia
20223232,Outer Regional Australia
20221088,Major Cities of Australia
20221165,Outer Regional Australia
20222234,Inner Regional Australia
20221204,Inner Regional Australia
20222134,Outer Regional Australia
20226013,Outer Regional Australia
20223175,Outer Regional Australia
20223263,Major Cities of Australia
20222020,Inner Regional Australia
20223001,Inner Regional Australia
20221119,Major Cities of Australia
20221138,Major Cities of Australia
20223205,Inner Regional Australia
20221063,Major Cities of Australia
20227004,Remote Australia
20223112,Outer Regional Australia
20222161,Major Cities of Australia
20222235,Inner Regional Australia
20222150,Inner Regional Australia
20223066,Major Cities of Australia
20223069,Inner Regional Australia
20223137,Outer Regional Australia
20223194,Inner Regional Australia
20223268,Outer Regional Australia
20223124,Major Cities of Australia
20221036,Remote Australia
20223084,Inner Regional Australia
20221172,Inner Regional Australia
20222048,Inner Regional Australia
20221134,Major Cities of Australia
20223251,Major Cities of Australia
20222113,Outer Regional Australia
20222017,Major Cities of Australia
20221069,Outer Regional Australia
20223213,Inner Regional Australia
20222070,Inner Regional Australia
20223229,Inner Regional Australia
20223187,Inner Regional Australia
20222130,Inner Regional Australia
20221023,Inner Regional Australia
20221038,Outer Regional Australia
20227030,Outer Regional Australia
20221083,Very Remote Australia
20224031,Major Cities of Australia
20222213,Major Cities of Australia
20221206,Inner Regional Australia
20227010,Very Remote Australia
20224027,Remote Australia
20223130,Very Remote Australia
20222083,Inner Regional Australia
20223126,Outer Regional Australia
20223144,Major Cities of Australia
20221032,Inner Regional Australia
20221156,Inner Regional Australia
20224029,Inner Regional Australia
20224063,Outer Regional Australia
20223027,Major Cities of Australia
20224022,Inner Regional Australia
20221130,Major Cities of Australia
20222082,Inner Regional Australia
20222097,Inner Regional Australia
20223244,Major Cities of Australia
20221260,Inner Regional Australia
20221167,Outer Regional Australia
20222228,Inner Regional Australia
20221005,Major Cities of Australia
20223255,Major Cities of Australia
20223079,Inner Regional Australia
20222188,Major Cities of Australia
20228011,Major Cities of Australia
20226025,Outer Regional Australia
20223207,Major Cities of Australia
20222086,Outer Regional Australia
20221045,Major Cities of Australia
20223007,Outer Regional Australia
20226032,Inner Regional Australia
20221117,Inner Regional Australia
20222107,Major Cities of Australia
20221104,Major Cities of Australia
20221218,Inner Regional Australia
20224052,Outer Regional Australia
20223182,Major Cities of Australia
20222155,Inner Regional Australia
20226028,Inner Regional Australia
20222045,Major Cities of Australia
20223161,Outer Regional Australia
20224039,Remote Australia
20221142,Inner Regional Australia
20223231,Inner Regional Australia
20222146,Inner Regional Australia
20222039,Inner Regional Australia
20221160,Remote Australia
20221137,Outer Regional Australia
20223227,Major Cities of Australia
20221022,Major Cities of Australia
20227035,Outer Regional Australia
20223009,Inner Regional Australia
20223165,Inner Regional Australia
20223019,Outer Regional Australia
20222201,Major Cities of Australia
20222050,Outer Regional Australia
20223081,Very Remote Australia
20223210,Inner Regional Australia
20223116,Remote Australia
20221041,Inner Regional Australia
20222088,Inner Regional Australia
20224010,Inner Regional Australia
20221216,Major Cities of Australia
20223267,Major Cities of Australia
20223030,Remote Australia
20221007,Major Cities of Australia
20223176,Inner Regional Australia
20221246,Outer Regional Australia
20223022,Major Cities of Australia
20223230,Remote Australia
20221021,Inner Regional Australia
20222087,Inner Regional Australia
20223184,Inner Regional Australia
20224030,Major Cities of Australia
20222179,Outer Regional Australia
20222118,Inner Regional Australia
20224005,Remote Australia
20221048,Major Cities of Australia
20223140,Major Cities of Australia
20223092,Remote Australia
20221014,Outer Regional Australia
20221057,Outer Regional Australia
20222116,Major Cities of Australia
20223047,Major Cities of Australia
20222056,Inner Regional Australia
20222203,Outer Regional Australia
20223257,Inner Regional Australia
20223128,Outer Regional Australia
20222160,Major Cities of Australia
20222053,Major Cities of Australia
20221183,Inner Regional Australia
20222110,Inner Regional Australia
20221224,Inner Regional Australia
20221259,Inner Regional Australia
20221228,Outer Regional Australia
20221198,Inner Regional Australia
20223195,Outer Regional Australia
20221034,Outer Regional Australia
20221115,Major Cities of Australia
20223211,Inner Regional Australia
20221075,Inner Regional Australia
20223089,Outer Regional Australia
20222162,Major Cities of Australia
20222065,Inner Regional Australia
20221159,Inner Regional Australia
20222046,Inner Regional Australia
20221068,Outer Regional Australia
20222174,Inner Regional Australia
20223041,Inner Regional Australia
20226022,Outer Regional Australia
20221020,Inner Regional Australia
20223133,Remote Australia
20222062,Major Cities of Australia
20221254,Inner Regional Australia
20222007,Inner Regional Australia
20223233,Very Remote Australia
20221241,Inner Regional Australia
20227006,Remote Australia
20222212,Inner Regional Australia
20221229,Major Cities of Australia
20226033,Inner Regional Australia
20222041,Major Cities of Australia
20221186,Major Cities of Australia
20227034,Very Remote Australia
20224048,Major Cities of Australia
20221214,Major Cities of Australia
20223142,Outer Regional Australia
20222100,Inner Regional Australia
20223021,Major Cities of Australia
20221158,Major Cities of Australia
20222117,Major Cities of Australia
20221154,Major Cities of Australia
20227019,Remote Australia
20221024,Inner Regional Australia
20222186,Major Cities of Australia
20224017,Outer Regional Australia
20222219,Major Cities of Australia
20228001,Major Cities of Australia
20222125,Inner Regional Australia
20226024,Inner Regional Australia
20213216,Inner Regional Australia
20212172,Major Cities of Australia
20215133,Inner Regional Australia
20213127,Inner Regional Australia
20212142,Major Cities of Australia
20212161,Major Cities of Australia
20211232,Major Cities of Australia
20212205,Major Cities of Australia
20211018,Inner Regional Australia
20212026,Inner Regional Australia
20217020,Very Remote Australia
20216011,Outer Regional Australia
20212157,Major Cities of Australia
20213119,Remote Australia
20212051,Major Cities of Australia
20211130,Major Cities of Australia
20217003,Very Remote Australia
20213226,Inner Regional Australia
20217025,Remote Australia
20213164,Inner Regional Australia
20211254,Inner Regional Australia
20212108,Outer Regional Australia
20213187,Major Cities of Australia
20212145,Major Cities of Australia
20214071,Outer Regional Australia
20211225,Major Cities of Australia
20211166,Outer Regional Australia
20211178,Major Cities of Australia
20214004,Major Cities of Australia
20211200,Major Cities of Australia
20215156,Major Cities of Australia
20211155,Outer Regional Australia
20211170,Outer Regional Australia
20215047,Outer Regional Australia
20212198,Inner Regional Australia
20212013,Inner Regional Australia
20214049,Remote Australia
20213006,Outer Regional Australia
20211017,Remote Australia
20214075,Outer Regional Australia
20213162,Major Cities of Australia
20217007,Outer Regional Australia
20211124,Outer Regional Australia
20215063,Major Cities of Australia
20211075,Outer Regional Australia
20211174,Inner Regional Australia
20211229,Major Cities of Australia
20213008,Very Remote Australia
20213150,Outer Regional Australia
20211133,Major Cities of Australia
20211042,Inner Regional Australia
20212133,Major Cities of Australia
20212194,Major Cities of Australia
20212196,Inner Regional Australia
20213195,Inner Regional Australia
20212129,Major Cities of Australia
20215152,Inner Regional Australia
20215013,Remote Australia
20215078,Remote Australia
20216018,Inner Regional Australia
20211250,Major Cities of Australia
20216010,Outer Regional Australia
20211039,Inner Regional Australia
20211131,Outer Regional Australia
20214022,Inner Regional Australia
20211246,Inner Regional Australia
20214015,Outer Regional Australia
20211031,Inner Regional Australia
20212030,Inner Regional Australia
20212067,Inner Regional Australia
20211081,Major Cities of Australia
20211181,Inner Regional Australia
20215057,Major Cities of Australia
20214074,Outer Regional Australia
20215150,Major Cities of Australia
20213228,Outer Regional Australia
20211027,Major Cities of Australia
20211087,Outer Regional Australia
20211086,Major Cities of Australia
20211242,Outer Regional Australia
20215054,Major Cities of Australia
20215144,Outer Regional Australia
20211147,Inner Regional Australia
20211194,Major Cities of Australia
20213247,Major Cities of Australia
20211146,Major Cities of Australia
20212029,Major Cities of Australia
20213206,Inner Regional Australia
20216016,Outer Regional Australia
20211164,Outer Regional Australia
20211009,Inner Regional Australia
20212162,Inner Regional Australia
20213242,Inner Regional Australia
20212075,Outer Regional Australia
20213086,Inner Regional Australia
20211235,Major Cities of Australia
20211025,Inner Regional Australia
20213175,Outer Regional Australia
20212078,Inner Regional Australia
20211058,Outer Regional Australia
20212153,Major Cities of Australia
20211167,Inner Regional Australia
20212167,Inner Regional Australia
20211215,Inner Regional Australia
20213154,Major Cities of Australia
20211205,Inner Regional Australia
20215151,Major Cities of Australia
20215066,Outer Regional Australia
20212113,Major Cities of Australia
20214077,Remote Australia
20211013,Major Cities of Australia
20211103,Inner Regional Australia
20211085,Major Cities of Australia
20213026,Inner Regional Australia
20217018,Outer Regional Australia
20213052,Major Cities of Australia
20213031,Inner Regional Australia
20213153,Major Cities of Australia
20214027,Major Cities of Australia
20215076,Major Cities of Australia
20216032,Outer Regional Australia
20214020,Major Cities of Australia
20211097,Inner Regional Australia
20212061,Inner Regional Australia
20213071,Outer Regional Australia
20212176,Major Cities of Australia
20212136,Inner Regional Australia
20214084,Outer Regional Australia
20215105,Major Cities of Australia
20214056,Major Cities of Australia
20211024,Major Cities of Australia
20212201,Inner Regional Australia
20213166,Major Cities of Australia
20215106,Major Cities of Australia
20212057,Major Cities of Australia
20211201,Remote Australia
20212160,Major Cities of Australia
20211140,Remote Australia
20211041,Outer Regional Australia
20212034,Outer Regional Australia
20212010,Major Cities of Australia
20214036,Outer Regional Australia
20213163,Remote Australia
20211101,Inner Regional Australia
20211251,Major Cities of Australia
20213143,Remote Australia
20212209,Major Cities of Australia
20212135,Major Cities of Australia
20211168,Major Cities of Australia
20214050,Outer Regional Australia
20212011,Inner Regional Australia
20212185,Inner Regional Australia
20213088,Inner Regional Australia
20211245,Inner Regional Australia
20214039,Inner Regional Australia
20213137,Major Cities of Australia
20212137,Inner Regional Australia
20215141,Outer Regional Australia
20213214,Inner Regional Australia
20211127,Outer Regional Australia
20213134,Inner Regional Australia
20211183,Outer Regional Australia
20213027,Major Cities of Australia
20212155,Inner Regional Australia
20213067,Inner Regional Australia
20211213,Outer Regional Australia
20212016,Major Cities of Australia
20215018,Outer Regional Australia
20215149,Outer Regional Australia
20213190,Outer Regional Australia
20212024,Major Cities of Australia
20215024,Outer Regional Australia
20216027,Inner Regional Australia
20215095,Inner Regional Australia
20213149,Major Cities of Australia
20212143,Major Cities of Australia
20214058,Inner Regional Australia
20211185,Major Cities of Australia
20211159,Inner Regional Australia
20213140,Inner Regional Australia
20212156,Outer Regional Australia
20215001,Inner Regional Australia
20215114,Major Cities of Australia
20212097,Major Cities of Australia
20212028,Inner Regional Australia
20215067,Major Cities of Australia
20212087,Inner Regional Australia
20213227,Major Cities of Australia
20213174,Very Remote Australia
20213136,Major Cities of Australia
20211202,Major Cities of Australia
20213197,Outer Regional Australia
20211189,Outer Regional Australia
20213106,Very Remote Australia
20211100,Outer Regional Australia
20211093,Inner Regional Australia
20213032,Inner Regional Australia
20214003,Major Cities of Australia
20211021,Inner Regional Australia
20211161,Inner Regional Australia
20211256,Outer Regional Australia
20215065,Major Cities of Australia
20213070,Major Cities of Australia
20213132,Inner Regional Australia
20212056,Outer Regional Australia
20217014,Very Remote Australia
20213046,Inner Regional Australia
20214037,Major Cities of Australia
20211135,Inner Regional Australia
20211234,Inner Regional Australia
20213170,Inner Regional Australia
20214061,Inner Regional Australia
20213235,Major Cities of Australia
20213212,Inner Regional Australia
20214023,Very Remote Australia
20211151,Inner Regional Australia
20212060,Major Cities of Australia
20211089,Major Cities of Australia
20215041,Outer Regional Australia
20213123,Inner Regional Australia
20211145,Major Cities of Australia
20216009,Outer Regional Australia
20211078,Inner Regional Australia
20211207,Inner Regional Australia
20211059,Outer Regional Australia
20212154,Major Cities of Australia
20215020,Inner Regional Australia
20212019,Inner Regional Australia
20213144,Major Cities of Australia
20213199,Major Cities of Australia
20212186,Outer Regional Australia
20213082,Major Cities of Australia
20211006,Outer Regional Australia
20213003,Outer Regional Australia
20213141,Outer Regional Australia
20214030,Major Cities of Australia
20214054,Inner Regional Australia
20215125,Major Cities of Australia
20213230,Inner Regional Australia
20212179,Inner Regional Australia
20215157,Remote Australia
20211077,Outer Regional Australia
20212049,Major Cities of Australia
20213135,Major Cities of Australia
20214062,Outer Regional Australia
20213112,Inner Regional Australia
20211199,Inner Regional Australia
20212092,Inner Regional Australia
20211152,Inner Regional Australia
20212036,Major Cities of Australia
20213093,Inner Regional Australia
20213151,Inner Regional Australia
20213057,Major Cities of Australia
20215059,Very Remote Australia
20211212,Inner Regional Australia
20211106,Major Cities of Australia
20211184,Major Cities of Australia
20215154,Inner Regional Australia
20213183,Inner Regional Australia
20217012,Outer Regional Australia
20211063,Remote Australia
20217009,Outer Regional Australia
20213177,Major Cities of Australia
20213101,Major Cities of Australia
20212095,Major Cities of Australia
20213185,Remote Australia
20214091,Remote Australia
20214081,Inner Regional Australia
20212128,Inner Regional Australia
20215102,Outer Regional Australia
20212098,Major Cities of Australia
20214059,Major Cities of Australia
20211177,Major Cities of Australia
20214001,Major Cities of Australia
20212119,Major Cities of Australia
20215127,Major Cities of Australia
20213002,Inner Regional Australia
20216013,Remote Australia
20213087,Major Cities of Australia
20213030,Major Cities of Australia
20212021,Major Cities of Australia
20211116,Inner Regional Australia
20211076,Inner Regional Australia
20211136,Outer Regional Australia
20212008,Inner Regional Australia
20215077,Outer Regional Australia
20213129,Major Cities of Australia
20212066,Major Cities of Australia
20214047,Inner Regional Australia
20211191,Major Cities of Australia
20215044,Major Cities of Australia
20212106,Outer Regional Australia
20212134,Major Cities of Australia
20212053,Inner Regional Australia
20217008,Outer Regional Australia
20212111,Major Cities of Australia
20211011,Outer Regional Australia
20213068,Inner Regional Australia
20213157,Outer Regional Australia
20212012,Major Cities of Australia
20211203,Outer Regional Australia
20215140,Major Cities of Australia
20213090,Major Cities of Australia
20212072,Major Cities of Australia
20215088,Inner Regional Australia
20215155,Very Remote Australia
20215147,Inner Regional Australia
20213155,Inner Regional Australia
20215055,Major Cities of Australia
20211020,Inner Regional Australia
20213130,Outer Regional Australia
20215121,Major Cities of Australia
20216022,Outer Regional Australia
20215014,Major Cities of Australia
20212090,Major Cities of Australia
20211030,Outer Regional Australia
20215040,Major Cities of Australia
20213188,Remote Australia
20212159,Major Cities of Australia
20214013,Inner Regional Australia
20215142,Major Cities of Australia
20211154,Inner Regional Australia
20215132,Inner Regional Australia
20212077,Outer Regional Australia
20216014,Inner Regional Australia
20211094,Inner Regional Australia
20212146,Inner Regional Australia
20211015,Inner Regional Australia
20211108,Major Cities of Australia
20213165,Major Cities of Australia
20214086,Major Cities of Australia
20214079,Major Cities of Australia
20214010,Inner Regional Australia
20215128,Inner Regional Australia
20213062,Major Cities of Australia
20215089,Remote Australia
20211055,Major Cities of Australia
20213128,Major Cities of Australia
20211048,Inner Regional Australia
20213210,Outer Regional Australia
20212055,Major Cities of Australia
20212151,Outer Regional Australia
20213084,Major Cities of Australia
20215028,Inner Regional Australia
20216031,Outer Regional Australia
20217010,Very Remote Australia
20211237,Inner Regional Australia
20211197,Inner Regional Australia
20215002,Major Cities of Australia
20211160,Major Cities of Australia
20215022,Inner Regional Australia
20213113,Outer Regional Australia
20213133,Major Cities of Australia
20213232,Inner Regional Australia
20215030,Inner Regional Australia
20212175,Outer Regional Australia
20213096,Remote Australia
20211029,Inner Regional Australia
20213085,Outer Regional Australia
20213040,Major Cities of Australia
20213126,Major Cities of Australia
20213222,Major Cities of Australia
20211244,Remote Australia
20215038,Outer Regional Australia
20213217,Major Cities of Australia
20213066,Outer Regional Australia
20211172,Major Cities of Australia
20211125,Inner Regional Australia
20217006,Outer Regional Australia
20216020,Inner Regional Australia
20215049,Inner Regional Australia
20213058,Inner Regional Australia
20212058,Major Cities of Australia
20216025,Outer Regional Australia
20215145,Major Cities of Australia
20213218,Outer Regional Australia
20214017,Outer Regional Australia
20212023,Major Cities of Australia
20212014,Inner Regional Australia
20213028,Inner Regional Australia
20213023,Outer Regional Australia
20212171,Major Cities of Australia
20211118,Major Cities of Australia
20213248,Remote Australia
20214070,Outer Regional Australia
20212076,Inner Regional Australia
20213024,Inner Regional Australia
20217023,Remote Australia
20213142,Very Remote Australia
20213139,Major Cities of Australia
20212071,Major Cities of Australia
20211220,Inner Regional Australia
20211236,Inner Regional Australia
20216033,Outer Regional Australia
20214028,Outer Regional Australia
20212118,Inner Regional Australia
20211057,Outer Regional Australia
20213196,Major Cities of Australia
20212074,Major Cities of Australia
20211126,Major Cities of Australia
20211045,Inner Regional Australia
20215110,Outer Regional Australia
20212210,Major Cities of Australia
20215015,Major Cities of Australia
20216029,Outer Regional Australia
20211113,Major Cities of Australia
20213192,Major Cities of Australia
20213118,Outer Regional Australia
20213019,Outer Regional Australia
20212124,Major Cities of Australia
20213012,Inner Regional Australia
20212187,Inner Regional Australia
20212044,Inner Regional Australia
20212109,Inner Regional Australia
20215007,Major Cities of Australia
20213016,Very Remote Australia
20211249,Major Cities of Australia
20212005,Inner Regional Australia
20211088,Inner Regional Australia
20215123,Major Cities of Australia
20213010,Major Cities of Australia
20214066,Outer Regional Australia
20213120,Outer Regional Australia
20212088,Major Cities of Australia
20215091,Major Cities of Australia
20215153,Major Cities of Australia
20214078,Inner Regional Australia
20216024,Outer Regional Australia
20213073,Major Cities of Australia
20211148,Major Cities of Australia
20213103,Major Cities of Australia
20212180,Major Cities of Australia
20216028,Inner Regional Australia
20215139,Outer Regional Australia
20213231,Outer Regional Australia
20213237,Remote Australia
20211260,Major Cities of Australia
20217015,Outer Regional Australia
20211049,Outer Regional Australia
20215082,Remote Australia
20214012,Outer Regional Australia
20215131,Remote Australia
20212050,Major Cities of Australia
20213238,Inner Regional Australia
20212079,Outer Regional Australia
20214016,Outer Regional Australia
20211026,Major Cities of Australia
20215005,Outer Regional Australia
20212096,Inner Regional Australia
20213078,Inner Regional Australia
20213004,Major Cities of Australia
20213097,Major Cities of Australia
20212189,Major Cities of Australia
20211050,Outer Regional Australia
20212052,Inner Regional Australia
20217024,Very Remote Australia
20213039,Outer Regional Australia
20213107,Inner Regional Australia
20216006,Outer Regional Australia
20215046,Inner Regional Australia
20211068,Inner Regional Australia
20212147,Major Cities of Australia
20217016,Outer Regional Australia
20213080,Outer Regional Australia
20215143,Major Cities of Australia
20212149,Outer Regional Australia
20213035,Inner Regional Australia
20211239,Outer Regional Australia
20211064,Inner Regional Australia
20217031,Very Remote Australia
20214025,Very Remote Australia
20212158,Major Cities of Australia
20216019,Very Remote Australia
